speed,acc_norm,engine_speed,throttle_position,delta_acc_lat,client,cluster_id
0.0,1.1784063174879047,950.5,13.333333333333334,0.05123056713566099,D,2
14.0,2.416128822477865,2335.5,15.294117647058822,-1.1146326965162356,I,3
27.0,1.0382665805077995,2694.5,16.07843137254902,0.11134760808811442,A,3
49.0,0.9213525652146846,3045.0,17.254901960784313,-0.1354442629644752,J,3
28.0,1.004746475124566,1798.0,14.117647058823527,0.021382536486662496,A,3
0.0,9.115897903391017,0.0,0.0,0.0018321929110474144,E,1
43.0,1.0792396800142408,2718.5,16.07843137254902,-0.04620490589055419,A,3
0.0,1.6688114753132346,949.0,14.117647058823527,-0.0003833725029376289,F,2
21.0,2.1214013656672264,1354.5,21.56862745098039,-0.1430501618122978,D,2
35.0,1.6554490180437056,1481.5,21.176470588235293,-0.2705705528822155,B,2
3.0,0.983943476094147,952.0,13.333333333333334,0.019012626549880507,J,2
0.0,3.2102476956035697,948.0,12.549019607843135,1.5441137254901962,A,2
27.0,2.8701593667492777,1754.0,14.509803921568627,-0.24084052346121299,I,3
0.0,9.497313451376291,0.0,0.0,0.015728164298331238,H,1
55.0,2.042398924374256,2313.5,23.137254901960784,0.11498068760611213,I,3
0.0,9.038641367322555,0.0,0.0,-0.009623750462791403,G,1
0.0,9.068135132184374,0.0,0.0,0.00877860235003114,H,1
30.0,4.072965281281902,1914.5,20.392156862745097,0.00012124540069091694,A,3
19.0,1.9633286644375703,1956.5,20.392156862745097,0.05917536251524591,G,3
51.0,1.8064566056437743,2162.0,88.23529411764706,0.09551697809925659,F,3
0.0,9.527657905620414,0.0,0.0,0.706050644911808,G,1
41.0,1.481619932273289,1224.0,14.117647058823527,0.03021791548616537,I,2
0.0,0.9560010655809059,957.5,13.72549019607843,0.003798873084587373,B,2
55.0,3.055242608813372,3440.5,18.03921568627451,0.09684621413069716,A,3
0.0,9.489998959376496,0.0,0.0,0.0032696329492103438,G,1
0.0,2.0001217052495592,952.5,13.72549019607843,-4.120299035548225e-05,J,2
0.0,2.0078508340582153,942.5,14.117647058823527,-0.0011706550968295093,E,2
0.0,1.6801475718691152,950.5,14.117647058823527,0.0028813559322034,G,2
38.0,2.0116130918855424,2405.0,34.509803921568626,-0.10999520705521473,C,3
0.0,1.9862673652684772,955.5,14.509803921568627,0.0028578989448554415,G,2
13.0,2.1286066863345043,2549.0,23.52941176470588,-0.04371376999522816,C,3
0.0,1.9803923955514282,950.5,13.72549019607843,-0.002837837837837809,G,2
16.0,4.195491395279514,3067.0,16.862745098039216,0.10523854851736471,E,3
4.0,0.7495534971130868,1005.0,13.72549019607843,0.0649721742103363,G,2
0.0,1.0099778970989497,951.0,15.294117647058822,-0.0011784511784511953,B,2
33.0,1.8771320684451511,2046.5,18.823529411764707,-0.030656493186840716,B,3
0.0,1.969991794965906,0.0,0.0,-0.0017845117845117983,D,1
41.0,0.7756157112447225,1711.5,14.117647058823527,-0.030178594317453483,A,3
66.0,0.9312027301195531,4099.0,19.215686274509803,1.4522257053291538,B,3
31.0,1.6674927039651395,1945.5,28.235294117647054,0.14675086107921942,A,3
21.0,4.126848973924325,952.0,12.549019607843135,-1.4032667690732215,C,2
8.0,2.9019182428790464,964.5,23.137254901960784,-1.3690611185854313,G,2
0.0,9.538463436501925,0.0,0.0,0.0054346616980454066,C,1
0.0,2.5720798019729827,953.0,12.941176470588236,-0.06179795839324731,J,2
33.0,2.077031998297907,2186.0,23.92156862745098,-0.15991060544494107,J,3
11.0,1.232541624103002,1145.5,13.72549019607843,0.08176248197789288,C,2
43.0,2.507086208063993,1831.5,14.117647058823527,-0.046012336098204765,E,3
0.0,1.646276155784311,1583.0,18.431372549019606,0.015930593059305886,C,3
0.0,0.8130082860220404,944.5,12.549019607843135,0.0024917720248845976,D,2
0.0,9.491858232612506,0.0,0.0,0.0005365207330273458,B,1
30.0,0.9508256248555743,3026.0,23.52941176470588,0.4062051939467386,F,3
0.0,9.584331175816246,0.0,0.0,-2.8335808635808637,C,1
22.0,2.0238546990864235,2193.5,24.31372549019608,0.0127619792559574,C,3
0.0,3.1785296274095454,949.0,12.549019607843135,-0.0024855577927993533,D,2
0.0,2.069822566011925,948.5,14.117647058823527,-0.0018181818181817189,H,2
0.0,9.499984832322134,0.0,0.0,1.6023526066884357,F,1
33.0,3.8568575079095417,2055.0,18.823529411764707,0.5080593309488743,B,3
0.0,1.7400754146770678,950.0,13.72549019607843,0.012490477054235408,G,2
0.0,2.5855106613066394,953.0,12.941176470588236,-0.44144783801044385,H,2
53.0,0.7747097543268371,954.5,13.333333333333334,-0.1209205746022465,I,2
15.0,3.419932764911503,1476.0,19.215686274509803,-0.06040139064475314,H,2
86.0,1.2821958141740732,2897.5,16.07843137254902,-0.1073892120571126,C,3
16.0,2.1641001174762002,1754.0,25.098039215686278,-1.5634297561653077,H,3
0.0,1.8835076529974724,950.0,13.72549019607843,-0.0011951852514766048,C,2
0.0,9.462241013168551,0.0,0.0,0.8445492047983498,G,1
2.0,3.7324508098691065,949.0,12.549019607843135,-0.06817574444335106,A,2
34.0,1.8148432073829501,2127.0,21.96078431372549,0.07687131969954519,A,3
0.0,1.200158820200168,952.0,14.509803921568627,-0.0015269129652690783,A,2
0.0,0.568272417199492,940.5,12.941176470588236,-0.007921261394432166,F,2
0.0,9.069326069095888,0.0,0.0,0.0015661864495251088,H,1
0.0,1.0795969816765694,948.0,13.333333333333334,-0.002954742519959974,D,2
10.0,3.7300703407045184,2009.0,32.549019607843135,0.3853843849840255,J,3
0.0,9.488271847360831,0.0,14.117647058823527,0.0005797101449274977,F,1
0.0,9.498361352442883,0.0,0.0,-0.0012632929462680353,A,1
0.0,9.508405537116705,0.0,0.0,-1.3973081339712918,G,1
47.0,1.7211375770010102,2955.5,25.098039215686278,-0.1620428525356769,B,3
8.0,0.6418362915744965,1448.5,19.607843137254903,-0.190290526101557,I,2
51.0,1.936667061779847,1718.0,14.901960784313726,-0.052702716108168235,F,3
18.0,1.8440773164201247,1826.0,21.176470588235293,-0.07933356117566637,J,3
0.0,9.07034053273097,0.0,0.0,0.002285280246689503,H,1
24.0,1.8054269261259879,1515.5,25.49019607843137,-0.3213495754891105,E,3
0.0,0.5741577136838295,948.0,12.549019607843135,0.005830256612802565,I,2
0.0,0.5661928054556743,940.5,12.941176470588236,-0.0033269260007384727,F,2
0.0,1.604100662382801,945.0,13.72549019607843,0.002168896818316904,D,2
0.0,9.439514456420683,0.0,0.0,1.3723259429557984,G,1
0.0,9.067594899255248,0.0,0.0,-0.0009678879910843818,D,1
27.0,0.44898844770857876,949.5,12.15686274509804,0.22255832586579521,A,2
0.0,0.529372558702119,947.0,12.941176470588236,0.00031052091695649153,F,2
31.0,4.656272384418551,3123.0,26.666666666666668,-1.3707891395353453,B,3
0.0,9.457194310757716,0.0,0.0,-0.009411471274753391,E,1
0.0,9.525126134366547,0.0,0.0,0.7214753633463309,H,1
44.0,1.8944071729932466,1859.0,14.509803921568627,0.005750798722044426,F,3
0.0,0.2646514100247314,950.0,12.549019607843135,0.8018030713640469,E,2
20.0,5.438068655199249,2046.0,14.901960784313726,0.44942800788954695,D,3
0.0,0.5719861144833148,952.5,12.549019607843135,0.0010035440171120014,C,2
41.0,0.6652896964515511,1761.0,16.470588235294116,-0.23006527388219772,H,3
0.0,1.7231691073365878,950.5,14.117647058823527,-0.00022801191021526446,C,2
0.0,1.9500787687794676,962.0,13.72549019607843,-0.0007229729729730239,F,2
13.0,0.8452606682816693,937.0,14.509803921568627,0.14733933621226514,F,2
35.0,1.4390554969236278,2224.5,24.31372549019608,0.0610143618851048,I,3
60.0,1.03657072174266,2521.5,15.68627450980392,-0.11183749803551779,I,3
4.0,0.41761861964645425,963.0,12.941176470588236,0.0241792349726776,I,2
43.0,1.5383446803248868,2678.5,23.137254901960784,0.7024781552143113,F,3
0.0,1.0557400172398868,946.5,12.549019607843135,-0.002256186317321718,D,2
0.0,1.2299104608683806,954.0,12.15686274509804,-0.004876412429378529,F,2
0.0,1.979040041948543,948.0,13.333333333333334,-0.0012664337593085995,E,2
37.0,1.4255439316192828,2272.0,15.294117647058822,-1.1840000000000002,A,3
0.0,4.57535997709335,0.0,0.0,-0.186711838885752,F,1
35.0,0.8822496548130506,951.0,12.15686274509804,0.22426003344481604,F,2
34.0,1.793574238568546,2099.5,87.84313725490196,-0.06619047619047624,H,3
38.0,3.94701234136407,3819.5,26.666666666666668,-0.376269933289644,G,3
42.0,1.7891034127880105,2621.0,29.41176470588235,-1.1232935837691542,F,3
29.0,4.605460469843266,3001.0,88.23529411764706,0.49897854571925415,F,3
0.0,0.753672059511846,1201.5,13.72549019607843,-1.5531980135421763,G,2
0.0,1.6606591404953543,951.0,13.333333333333334,0.0029253040749478987,D,2
0.0,0.5205032603965932,945.0,12.549019607843135,-0.0032342801985658642,D,2
69.0,3.083127398438439,2878.5,20.7843137254902,0.285136567834681,B,3
23.0,2.5381397317585277,2306.5,88.23529411764706,-0.31423712284053823,J,3
0.0,8.750557088783781,0.0,14.117647058823527,0.034894226468601,G,1
2.0,1.846457791847191,956.5,14.901960784313726,0.2910851505711318,E,2
0.0,1.6681660549940303,1162.0,16.07843137254902,0.03630527346660717,A,2
0.0,0.9001010850393423,951.0,13.72549019607843,-0.07806383119169158,I,2
14.0,3.2887660528335423,949.0,12.549019607843135,-0.7565450916349121,C,2
13.0,1.0637404507168262,1303.5,18.823529411764707,-0.015712140575079747,I,2
27.0,2.4062587052471045,1720.5,14.117647058823527,-0.057974683544303574,B,3
0.0,9.070185864944643,0.0,0.0,0.0005833260699033005,I,1
0.0,3.9594243138665925,952.5,12.549019607843135,0.706366345627973,J,2
0.0,9.115592676563995,0.0,0.0,0.0024650306193931826,D,1
4.0,1.3663083682182144,1049.0,14.509803921568627,0.069693969003432,F,2
36.0,1.7235831731890627,2299.5,15.294117647058822,-0.308140873015873,F,3
0.0,9.068426760520163,0.0,0.0,0.0013267196962849503,F,1
38.0,0.6123914038661852,2396.0,15.68627450980392,0.1489373932268114,A,3
38.0,1.6004779335663677,1009.5,14.117647058823527,-0.17838705595799204,C,2
23.0,0.4094069381625389,1469.0,14.117647058823527,-0.3045053066037736,B,2
27.0,2.036304587916948,2670.0,25.49019607843137,-0.2391947620649067,D,3
0.0,1.5726959043900897,946.5,12.549019607843135,0.003158441769586795,A,2
0.0,2.2322059381803445,1072.5,23.92156862745098,0.04214367315325784,D,2
0.0,1.6499218847721153,958.5,13.333333333333334,-0.0028667628667628925,E,2
21.0,2.3980086485495415,2115.5,48.62745098039216,0.02756675842391859,J,3
0.0,1.6571502250875199,0.0,0.0,0.007138157894736874,E,1
0.0,9.07029484776673,0.0,0.0,0.010537590671819252,G,1
0.0,9.497352763896851,0.0,0.0,0.00024214802903876897,C,1
3.0,1.941792973832105,1673.5,23.137254901960784,0.031218888391302158,E,3
4.0,0.3775221125242505,949.5,12.549019607843135,0.00042622950819670713,I,2
34.0,1.3176096853728891,2130.5,15.294117647058822,-0.004968014097292639,B,3
26.0,4.712182315463019,2647.0,87.84313725490196,0.6694707996406111,J,3
0.0,9.532709455884644,0.0,0.0,1.3824575421940928,J,1
0.0,9.491790336119566,0.0,0.0,-0.004160860845906944,H,1
0.0,1.6110363444110682,956.0,14.117647058823527,-0.024387472035794208,A,2
0.0,9.44511123318016,0.0,0.0,-0.7960982825971388,C,1
0.0,9.44935514776591,0.0,0.0,-0.06744635657843198,F,1
19.0,5.619310990831943,3364.0,29.01960784313725,0.23654468457943945,A,3
44.0,2.508748989379623,2900.5,16.07843137254902,0.16359411800847878,C,3
46.0,3.225245901878817,2848.5,16.470588235294116,0.4847765340388727,J,3
0.0,2.344839413742404,950.5,12.549019607843135,0.002273564264205774,H,2
0.0,1.4487649234938709,946.5,12.549019607843135,-0.0015019067754746818,F,2
27.0,0.8772333863641562,1706.5,14.117647058823527,-0.007714377269814221,C,3
0.0,1.6713661717659158,0.0,0.0,0.11021242581083512,G,1
43.0,1.8327406961655839,1844.5,14.117647058823527,-0.03179431378029789,J,3
0.0,9.473983071633855,0.0,0.0,-0.00013100436681223737,E,1
0.0,2.009611541622087,954.0,13.72549019607843,-0.001695217945217986,E,2
33.0,0.8399025201506227,2049.0,19.215686274509803,0.16765053363637328,A,3
42.0,4.209686684654864,2651.0,23.137254901960784,0.28239470419224233,F,3
0.0,1.3965860510841892,948.5,12.549019607843135,0.005246754218580452,I,2
0.0,1.9772601836773431,948.0,13.72549019607843,0.0026101694915253992,E,2
0.0,0.7856904110884131,953.5,12.941176470588236,-0.0012249443207127397,C,2
6.0,0.8339964407888321,1209.0,9.803921568627452,-0.35257188498402564,E,2
0.0,1.978034236122971,953.5,13.72549019607843,-0.004120702640439511,I,2
56.0,3.2028472118899085,2367.5,25.88235294117647,-0.11227789315795533,C,3
53.0,4.950048181745306,2243.5,21.56862745098039,-0.16206453987730107,C,3
16.0,3.898369980162847,2932.5,16.862745098039216,0.07582358092508568,F,3
51.0,2.255027893570554,3165.5,16.470588235294116,-0.5197123015873016,J,3
0.0,9.470228523666664,0.0,0.0,0.007401694775661938,D,1
28.0,1.5466613231571607,1763.0,14.117647058823527,-0.678307699990013,J,3
0.0,8.072975721534583,0.0,0.0,0.002511705403467346,G,1
28.0,2.777325537955275,2783.0,33.72549019607843,-0.0493294553146483,A,3
0.0,9.527314509640929,0.0,0.0,-0.0025911842198957924,D,1
0.0,3.109732422209464,954.0,12.549019607843135,-0.016668092838504123,B,2
2.0,3.712995531172444,949.0,12.549019607843135,0.047274174101760824,C,2
0.0,1.6756575010729486,948.0,13.72549019607843,0.0018705008569795956,G,2
0.0,1.7133669983959878,951.0,13.72549019607843,-0.00108108108108107,E,2
0.0,9.473758545868636,0.0,0.0,-0.008998812447707283,C,1
0.0,9.528943809519435,0.0,0.0,1.5284854355136646,J,1
23.0,1.5428731521140726,1450.0,18.431372549019606,0.040682507377632994,G,2
0.0,5.439722918843845,973.0,20.0,0.13920000000000066,H,2
56.0,0.7597655909880173,2366.5,22.745098039215687,0.01005187598021473,F,3
0.0,1.704759588827566,948.5,13.72549019607843,-0.029260042283298093,E,2
47.0,0.62221164318512,2436.5,15.68627450980392,-0.2141903741132036,D,3
53.0,1.8654655207385573,1369.5,13.72549019607843,-1.0355864846633072,H,2
0.0,2.003109412918869,957.0,13.72549019607843,0.0016549426138467993,G,2
0.0,1.6804966615942118,956.0,14.117647058823527,-0.0008818140174072786,B,2
0.0,1.612695460251278,945.0,13.72549019607843,-0.001476981218506604,F,2
0.0,9.46276365300298,0.0,0.0,-0.7151082781612431,H,1
38.0,0.9574019786130602,2426.5,17.647058823529413,0.2523133722817267,C,3
0.0,0.7985694473109279,958.5,12.549019607843135,-0.006482334869431616,J,2
38.0,2.038494199252123,1594.0,14.117647058823527,0.2510334907344949,H,3
24.0,2.7417507652063255,2426.0,20.392156862745097,0.1707808038655832,J,3
0.0,0.9030916801300903,948.5,12.549019607843135,-0.004319976962316896,A,2
54.0,1.564240100404954,2273.0,16.07843137254902,0.11149621628097359,J,3
0.0,1.0392269749837062,952.5,12.549019607843135,-0.0009852867171890045,C,2
21.0,1.489081779248048,2129.5,16.862745098039216,0.06539600859137273,I,3
0.0,9.070678955220504,0.0,0.0,-0.0006318732525634196,J,1
46.0,0.8492913896927091,1940.0,14.901960784313726,-0.042986374281456186,H,3
0.0,0.984993643796009,946.5,13.72549019607843,0.05181653670253028,C,2
0.0,9.061272968673618,0.0,0.0,0.0013922737306844013,D,1
0.0,9.480265700935298,0.0,0.0,0.6868130414833606,I,1
12.0,1.163636087579991,980.5,14.117647058823527,-0.31435334713595586,C,2
43.0,2.044049100899173,2693.5,16.470588235294116,0.2763280226975121,C,3
0.0,1.9671592243261227,972.5,13.333333333333334,0.001180165064393196,J,2
0.0,1.086171919804505,947.5,13.72549019607843,-0.0019286232541265713,F,2
19.0,1.0749794948710882,1955.0,16.862745098039216,-0.5872722855754665,A,3
20.0,0.46633769491045324,2035.5,18.03921568627451,-1.2592874822479203,J,3
0.0,9.497270561679048,0.0,14.117647058823527,0.001380279933559804,E,1
27.0,0.5530732225249618,1188.5,13.333333333333334,-0.04190480968626675,F,2
0.0,2.0490680910358074,952.5,14.117647058823527,-0.0031791347661654923,F,2
0.0,1.633487759997077,943.0,13.72549019607843,1.818141006930396e-05,F,2
0.0,9.069832420243307,0.0,0.0,-0.0008674818241902749,D,1
0.0,2.0093903368928285,957.5,13.333333333333334,0.0013098946404030976,G,2
23.0,0.5652967139187945,2378.5,15.294117647058822,0.354995077256927,G,3
0.0,9.533008748219435,0.0,0.0,0.7542735475257332,G,1
13.0,1.8047492817762607,968.0,14.509803921568627,0.5586150447622369,G,2
48.0,1.0476595937960622,2975.5,24.31372549019608,-0.08374838184323713,F,3
0.0,9.495383369885133,0.0,14.117647058823527,-0.0007406567489113974,F,1
43.0,1.0361533793449922,2718.5,16.07843137254902,0.005273975626986897,B,3
48.0,1.5842044918426819,2023.0,14.901960784313726,0.1672872644203313,D,3
0.0,0.545167271052047,953.0,12.941176470588236,-0.0006433832321010025,H,2
0.0,1.6264851738176216,955.5,14.117647058823527,-0.003177257525083521,D,2
0.0,0.5661332549169084,949.5,12.941176470588236,-0.0010298918387413591,A,2
0.0,2.0085843056630823,957.0,13.72549019607843,0.0024746907924874106,D,2
22.0,4.519459651302697,984.5,13.333333333333334,0.8099719826602776,I,2
0.0,0.668435364915875,1198.5,13.72549019607843,-1.2769033882995204,F,2
20.0,4.589648477945015,954.0,12.549019607843135,-0.12056615892451461,A,2
0.0,2.0087123891325054,946.5,13.72549019607843,-0.00021902642241616865,I,2
0.0,9.44540418133288,0.0,0.0,-0.0683926295885231,F,1
0.0,1.7784244868859502,0.0,0.0,0.0015326621923937994,E,1
0.0,0.5435756951305174,953.0,12.549019607843135,-0.00032690347665242925,G,2
47.0,3.115233613695282,2010.0,15.294117647058822,0.42620231904156514,D,3
30.0,5.518278550281551,3012.5,23.52941176470588,-0.9139785809906291,F,3
0.0,1.069095087697508,947.5,14.117647058823527,0.0007528957528957214,G,2
29.0,1.880778174706808,2903.0,17.254901960784313,0.15236311776644174,A,3
3.0,1.2451619539794057,925.5,15.294117647058822,-0.004029326494201679,G,2
19.0,3.3097050660798146,2011.5,14.901960784313726,-0.6879581321428936,G,3
0.0,9.072632563748995,0.0,0.0,0.0013598744292240283,E,1
0.0,9.066673132329433,0.0,0.0,-0.00157856161245995,C,1
0.0,9.49692352915928,0.0,0.0,0.0018269230769231148,E,1
0.0,0.2274536222390497,951.0,12.549019607843135,0.7275716532554795,E,2
18.0,2.1882047096026507,1839.0,87.84313725490196,0.34790749909667096,J,3
33.0,0.9021650847538573,2079.0,21.96078431372549,-0.07863370615149984,F,3
33.0,1.616984998795018,2086.5,19.215686274509803,0.2928268849206349,A,3
32.0,1.8164165988986145,2001.5,18.431372549019606,1.0419713946184535,C,3
0.0,9.467186474418934,0.0,0.0,-0.0004725308606731704,I,1
0.0,1.6064483222867447,949.5,13.72549019607843,0.003563122635287602,B,2
48.0,1.845752421122925,2052.5,20.0,0.32846407601817473,C,3
0.0,9.469527017629662,0.0,0.0,-1.3585209089965755,J,1
0.0,9.450899216016795,0.0,0.0,-0.012370755859128002,D,1
0.0,9.461039768825525,0.0,0.0,1.366152747231168,J,1
52.0,0.36893231677759114,2213.5,19.607843137254903,-0.09697219383409977,C,3
14.0,1.2759008367560305,1331.0,10.980392156862743,0.34843825249398,A,2
1.0,2.2192456150080524,1551.0,18.431372549019606,-0.003825005017058014,H,3
0.0,1.0553238189756604,1211.5,13.72549019607843,0.008371019793459555,D,2
0.0,2.102567825142033,945.0,12.941176470588236,0.0033210979145235076,C,2
0.0,9.531825439478618,0.0,0.0,-0.0034371619184996316,A,1
0.0,1.7122592800798886,0.0,0.0,-0.0002621722846441049,H,1
49.0,1.5211779767813973,3065.0,17.254901960784313,0.22935808480422004,H,3
0.0,9.068083652798801,0.0,0.0,-0.001957430035474328,B,1
25.0,0.7661352679443029,1564.5,13.72549019607843,0.2550624156545209,F,3
105.0,1.9953272846931827,4476.5,19.607843137254903,0.04418394615230037,B,3
1.0,1.8298418519564228,1100.5,12.941176470588236,-0.09378769829451819,H,2
0.0,0.4561814504321178,949.0,12.549019607843135,0.013923058972563906,D,2
78.0,4.064070983532238,3316.0,88.23529411764706,-0.8962721636027411,B,3
26.0,1.1408319103259421,2629.0,18.823529411764707,-0.05654235852765932,B,3
0.0,2.904594988213599,921.0,14.117647058823527,-0.005133333333333434,C,2
18.0,4.683055543708071,948.5,12.549019607843135,-0.6517938356416,D,2
0.0,1.7539065421382964,0.0,0.0,-0.0010135135135134962,C,1
0.0,9.067489379029167,0.0,0.0,-0.00021687376005008474,D,1
2.0,0.8591804473554895,953.5,13.72549019607843,-0.017941687754428393,C,2
35.0,4.479583049824943,2165.0,15.68627450980392,0.225811027058481,A,3
0.0,9.452429319558235,0.0,0.0,-0.129712788091385,I,1
0.0,1.7770920394909095,939.5,14.509803921568627,0.005371665371665391,H,2
0.0,9.500451199402054,0.0,0.0,1.4133529816555297,B,1
0.0,0.6635822782894453,1011.5,15.294117647058822,0.08784988096332857,C,2
31.0,0.4663046377946803,948.5,12.15686274509804,0.094864073095282,H,2
0.0,1.6061730592276673,1196.5,16.07843137254902,-0.004452197875461139,J,2
46.0,0.3824670647653297,1970.5,14.509803921568627,0.2245495553412622,E,3
17.0,1.2659790329075307,982.5,13.72549019607843,0.4682405585277336,E,2
0.0,1.572640561828304,948.5,13.72549019607843,-0.0024020066889631764,J,2
0.0,2.9542108449579474,947.5,12.549019607843135,-1.4628016643550623,A,2
26.0,0.4777705989941629,938.5,14.117647058823527,0.004180817610062899,H,2
0.0,1.617851952712451,1189.5,16.862745098039216,-0.00368254787717881,D,2
0.0,1.6177941756839822,950.0,14.509803921568627,0.005531301205360162,F,2
120.0,2.3661499174285083,5052.5,88.23529411764706,-0.7727407779815068,D,3
0.0,0.5642947061568903,948.5,12.549019607843135,0.002720788385926043,J,2
0.0,9.531302644421606,0.0,0.0,0.694886462407649,F,1
0.0,0.7302871342727335,952.0,13.72549019607843,0.0026733551733553185,A,2
0.0,1.9698107000461955,0.0,0.0,-0.0017383002282331042,C,1
27.0,1.8727384380682115,1691.0,9.803921568627452,-0.06580158391524699,E,3
0.0,3.9528185884528044,951.0,12.549019607843135,-0.6327293636325093,E,2
50.0,3.7771738766573253,3128.0,20.392156862745097,0.5000423607682114,B,3
29.0,0.8187651309740006,2121.5,14.901960784313726,0.7158359621451105,E,3
0.0,1.608769204617414,945.0,14.117647058823527,-0.0014560014560014434,B,2
42.0,0.41751798778781374,1776.5,14.117647058823527,0.21924533725089423,A,3
0.0,1.7905997877408566,0.0,0.0,0.0167376425855513,I,1
34.0,0.5993057606832654,2141.0,15.294117647058822,-0.4415373641167843,I,3
38.0,0.9867971825343299,2419.0,23.52941176470588,-0.189613982330454,H,3
31.0,5.207042221820067,1980.0,19.215686274509803,-2.051756338128471,J,3
33.0,4.641869700719798,2071.0,25.88235294117647,0.6066397547366975,I,3
